# Louvain communities over the semantic_neighbors graph (BEREL+sense-split, xling-free clustering input). Canonical config: high+LLM-prior tiers, resolution=5.0 (median cluster size 23, ~45% same-domain agreement vs SDBH yardstick). NOT LLM-labeled yet — cluster_id is arbitrary, not a domain name. CC0 lineage. See build_domain_clusters.py.
lexeme	strong	cluster_id	cluster_size
hbo:3104#1	H3104	158	31
hbo:3104#2	H3104	158	31
hbo:3105	H3105	158	31
hbo:3225#1	H3225	158	31
hbo:3231#1	H3231	158	31
hbo:3233#1	H3233	158	31
hbo:5045#1	H5045	158	31
hbo:6734#1	H6734	158	31
hbo:6975#1	H6975	158	31
hbo:6977	H6977	158	31
hbo:8059#1	H8059	158	31
hbo:8398#1	H8398	158	31
hbo:8486	H8486	158	31
hbo:1605#1	H1605	159	17
hbo:1606#1	H1606	159	17
hbo:3198#1	H3198	159	17
hbo:3198#2	H3198	159	17
hbo:3198#3	H3198	159	17
hbo:3198#_nosense	H3198	159	17
hbo:3250	H3250	159	17
hbo:3256#1	H3256	159	17
hbo:3256#2	H3256	159	17
hbo:3256#_nosense	H3256	159	17
hbo:4045	H4045	159	17
hbo:4148#1	H4148	159	17
hbo:4561	H4561	159	17
hbo:8199#_nosense	H8199	159	17
hbo:8433#1	H8433	159	17
hbo:8433a#_nosense	H8433	159	17
hbo:8458#_nosense	H8458	159	17
hbo:4840	H4840	160	9
hbo:4841	H4841	160	9
hbo:4842#1	H4842	160	9
hbo:7543#_nosense	H7543	160	9
hbo:7544	H7544	160	9
hbo:7545	H7545	160	9
hbo:7546	H7546	160	9
hbo:7547	H7547	160	9
hbo:7548	H7548	160	9
hbo:1897#1	H1897	161	14
hbo:1897#2	H1897	161	14
hbo:1898	H1898	161	14
hbo:1899	H1899	161	14
hbo:1900	H1900	161	14
hbo:1902	H1902	161	14
hbo:6850#1	H6850	161	14
hbo:6851	H6851	161	14
hbo:7808	H7808	161	14
hbo:7878#1	H7878	161	14
hbo:7878#2	H7878	161	14
hbo:7878#3	H7878	161	14
hbo:7879	H7879	161	14
hbo:7881#1	H7881	161	14
hbo:1978	H1978	162	4
hbo:1980#8	H1980	162	4
hbo:1982	H1982	162	4
hbo:8418	H8418	162	4
hbo:4771	H4771	163	24
hbo:4774	H4774	163	24
hbo:5117#_nosense	H5117	163	24
hbo:5314#1	H5314	163	24
hbo:7280#1	H7280	163	24
hbo:7280#2	H7280	163	24
hbo:7280#3	H7280	163	24
hbo:7281#1	H7281	163	24
hbo:7282	H7282	163	24
hbo:7304	H7304	163	24
hbo:7305	H7305	163	24
hbo:7309	H7309	163	24
hbo:7599#1	H7599	163	24
hbo:7600#1	H7600	163	24
hbo:7951	H7951	163	24
hbo:7952	H7952	163	24
hbo:7961	H7961	163	24
hbo:7962#1	H7962	163	24
hbo:7987	H7987	163	24
hbo:8252#1	H8252	163	24
hbo:8252#2	H8252	163	24
hbo:8252#3	H8252	163	24
hbo:8253	H8253	163	24
hbo:8367#1	H8367	163	24
hbo:2014	H2014	164	27
hbo:2186#1	H2186	164	27
hbo:2186#_nosense	H2186	164	27
hbo:2308#1	H2308	164	27
hbo:2309	H2309	164	27
hbo:2310	H2310	164	27
hbo:5189	H5189	164	27
hbo:5203#1	H5203	164	27
hbo:5203#2	H5203	164	27
hbo:5203#3	H5203	164	27
hbo:5203#_nosense	H5203	164	27
hbo:5800#1	H5800	164	27
hbo:5800#2	H5800	164	27
hbo:5800#3	H5800	164	27
hbo:5800#_nosense	H5800	164	27
hbo:5800a#1	H5800	164	27
hbo:5801	H5801	164	27
hbo:6313#1	H6313	164	27
hbo:6314	H6314	164	27
hbo:7496	H7496	164	27
hbo:7503#1	H7503	164	27
hbo:7503#2	H7503	164	27
hbo:7503#3	H7503	164	27
hbo:7503#_nosense	H7503	164	27
hbo:7504#1	H7504	164	27
hbo:7510	H7510	164	27
hbo:7918#1	H7918	164	27
hbo:4046#1	H4046	165	8
hbo:5055#1	H5055	165	8
hbo:5056	H5056	165	8
hbo:5062#1	H5062	165	8
hbo:5062#2	H5062	165	8
hbo:5062#_nosense	H5062	165	8
hbo:5063#1	H5063	165	8
hbo:5221#1	H5221	165	8
hbo:2064	H2064	166	2
hbo:2065	H2065	166	2
hbo:0801#1	H0801	167	9
hbo:0817#1	H0817	167	9
hbo:2077#1	H2077	167	9
hbo:4503#1	H4503	167	9
hbo:5262#1	H5262	167	9
hbo:5930#1	H5930	167	9
hbo:7133#1	H7133	167	9
hbo:8002#1	H8002	167	9
hbo:8426#1	H8426	167	9
hbo:0833a	H0833	168	21
hbo:0835	H0835	168	21
hbo:0837	H0837	168	21
hbo:0838	H0838	168	21
hbo:2094a#1	H2094	168	21
hbo:2094a#_nosense	H2094	168	21
hbo:2096	H2096	168	21
hbo:2199#_nosense	H2199	168	21
hbo:5703	H5703	168	21
hbo:5706	H5706	168	21
hbo:5707#1	H5707	168	21
hbo:5710a	H5710	168	21
hbo:5713#1	H5713	168	21
hbo:5715#1	H5715	168	21
hbo:5749#1	H5749	168	21
hbo:5749a#1	H5749	168	21
hbo:5749a#2	H5749	168	21
hbo:5749a#3	H5749	168	21
hbo:5749a#_nosense	H5749	168	21
hbo:8391a	H8391	168	21
hbo:8584	H8584	168	21
hbo:1971	H1971	169	7
hbo:2114b#1	H2114	169	7
hbo:2214	H2214	169	7
hbo:5234#_nosense	H5234	169	7
hbo:5235	H5235	169	7
hbo:5236#1	H5236	169	7
hbo:5237#1	H5237	169	7
hbo:0234#1	H0234	170	8
hbo:2138	H2138	170	8
hbo:2142#1	H2142	170	8
hbo:2142#_nosense	H2142	170	8
hbo:2142a#2	H2142	170	8
hbo:2143#1	H2143	170	8
hbo:2145#1	H2145	170	8
hbo:2146#1	H2146	170	8
hbo:1612#1	H1612	171	10
hbo:2156	H2156	171	10
hbo:3754#1	H3754	171	10
hbo:4160a	H4160	171	10
hbo:4211	H4211	171	10
hbo:4212	H4212	171	10
hbo:4330#1	H4330	171	10
hbo:6071#1	H6071	171	10
hbo:6072	H6072	171	10
hbo:8384#1	H8384	171	10
hbo:2158#1	H2158	172	14
hbo:2169	H2169	172	14
hbo:2172	H2172	172	14
hbo:2173	H2173	172	14
hbo:2176	H2176	172	14
hbo:4210#1	H4210	172	14
hbo:4485	H4485	172	14
hbo:5058#1	H5058	172	14
hbo:5058#2	H5058	172	14
hbo:5059#1	H5059	172	14
hbo:7891#1	H7891	172	14
hbo:7891#2	H7891	172	14
hbo:7892#1	H7892	172	14
hbo:7892a#1	H7892	172	14
hbo:2163	H2163	173	2
hbo:2165	H2165	173	2
hbo:2170	H2170	174	2
hbo:2171	H2171	174	2
hbo:2179	H2179	175	2
hbo:2180#1	H2180	175	2
hbo:0868#1	H0868	176	14
hbo:2154#1	H2154	176	14
hbo:2181#1	H2181	176	14
hbo:2181#2	H2181	176	14
hbo:2183#1	H2183	176	14
hbo:2184#1	H2184	176	14
hbo:2185	H2185	176	14
hbo:4603	H4603	176	14
hbo:5003#1	H5003	176	14
hbo:5003#2	H5003	176	14
hbo:5003#3	H5003	176	14
hbo:5004	H5004	176	14
hbo:5005	H5005	176	14
hbo:8457#1	H8457	176	14
hbo:2204#1	H2204	177	12
hbo:2205#1	H2205	177	12
hbo:2205#_nosense	H2205	177	12
hbo:2206#1	H2206	177	12
hbo:2207	H2207	177	12
hbo:2208	H2208	177	12
hbo:2209#1	H2209	177	12
hbo:3453#1	H3453	177	12
hbo:7867	H7867	177	12
hbo:7869	H7869	177	12
hbo:7872#1	H7872	177	12
hbo:8222#1	H8222	177	12
hbo:2219#1	H2219	178	24
hbo:2219#2	H2219	178	24
hbo:2219#_nosense	H2219	178	24
hbo:2236#1	H2236	178	24
hbo:2236#_nosense	H2236	178	24
hbo:2752#1	H2752	178	24
hbo:2881#1	H2881	178	24
hbo:4214	H4214	178	24
hbo:4215	H4215	178	24
hbo:4650	H4650	178	24
hbo:4660	H4660	178	24
hbo:4661	H4661	178	24
hbo:5086#1	H5086	178	24
hbo:5137#1	H5137	178	24
hbo:5310#1	H5310	178	24
hbo:5310#_nosense	H5310	178	24
hbo:5311	H5311	178	24
hbo:6003#1	H6003	178	24
hbo:6062#_nosense	H6062	178	24
hbo:6327#1	H6327	178	24
hbo:6327#_nosense	H6327	178	24
hbo:6340#1	H6340	178	24
hbo:7376#1	H7376	178	24
hbo:8600	H8600	178	24
hbo:2221	H2221	179	15
hbo:2232#1	H2232	179	15
hbo:2232#2	H2232	179	15
hbo:2232#_nosense	H2232	179	15
hbo:2233#_nosense	H2233	179	15
hbo:2234	H2234	179	15
hbo:2235	H2235	179	15
hbo:4218	H4218	179	15
hbo:4302	H4302	179	15
hbo:4939	H4939	179	15
hbo:5193#1	H5193	179	15
hbo:5193#_nosense	H5193	179	15
hbo:5194	H5194	179	15
hbo:5195	H5195	179	15
hbo:5599a#1	H5599	179	15
hbo:2243	H2243	180	2
hbo:2245	H2245	180	2
hbo:2244#1	H2244	181	29
hbo:2244#2	H2244	181	29
hbo:2934#1	H2934	181	29
hbo:2934#_nosense	H2934	181	29
hbo:3582#1	H3582	181	29
hbo:3874	H3874	181	29
hbo:3875	H3875	181	29
hbo:3909#1	H3909	181	29
hbo:3909#2	H3909	181	29
hbo:4224a	H4224	181	29
hbo:4301#1	H4301	181	29
hbo:4563	H4563	181	29
hbo:4564	H4564	181	29
hbo:4565#1	H4565	181	29
hbo:4710	H4710	181	29
hbo:5641#1	H5641	181	29
hbo:5641#_nosense	H5641	181	29
hbo:5643#1	H5643	181	29
hbo:5956#1	H5956	181	29
hbo:6738#1	H6738	181	29
hbo:6751	H6751	181	29
hbo:6828#1	H6828	181	29
hbo:6830	H6830	181	29
hbo:6845#1	H6845	181	29
hbo:6845#_nosense	H6845	181	29
hbo:8040#1	H8040	181	29
hbo:8041#1	H8041	181	29
hbo:8042#1	H8042	181	29
hbo:8587	H8587	181	29
hbo:2248	H2248	182	3
hbo:2255	H2255	182	3
hbo:2257	H2257	182	3
hbo:2254#1	H2254	183	19
hbo:2258#1	H2258	183	19
hbo:2260	H2260	183	19
hbo:3221	H3221	183	19
hbo:4627	H4627	183	19
hbo:4628#1	H4628	183	19
hbo:4628#2	H4628	183	19
hbo:5667#1	H5667	183	19
hbo:5670	H5670	183	19
hbo:5671	H5671	183	19
hbo:6148#1	H6148	183	19
hbo:6150#1	H6150	183	19
hbo:6153#1	H6153	183	19
hbo:6153#2	H6153	183	19
hbo:6161	H6161	183	19
hbo:6162#1	H6162	183	19
hbo:6671	H6671	183	19
hbo:6672a#1	H6672	183	19
hbo:8594	H8594	183	19
hbo:2342#1	H2342	184	14
hbo:2342#2	H2342	184	14
hbo:2342a#1	H2342	184	14
hbo:2342a#2	H2342	184	14
hbo:2342a#4	H2342	184	14
hbo:2344#1	H2344	184	14
hbo:2344#2	H2344	184	14
hbo:2426#1	H2426	184	14
hbo:2427#1	H2427	184	14
hbo:2479#1	H2479	184	14
hbo:4234	H4234	184	14
hbo:4246#1	H4246	184	14
hbo:6735a#1	H6735	184	14
hbo:6735b#1	H6735	184	14
hbo:0092	H0092	185	18
hbo:2256#1	H2256	185	18
hbo:2339#1	H2339	185	18
hbo:5319	H5319	185	18
hbo:5686	H5686	185	18
hbo:5687#1	H5687	185	18
hbo:5688#1	H5688	185	18
hbo:5688#2	H5688	185	18
hbo:5688#3	H5688	185	18
hbo:6060#1	H6060	185	18
hbo:6616#1	H6616	185	18
hbo:6618	H6618	185	18
hbo:7488#1	H7488	185	18
hbo:8270	H8270	185	18
hbo:8285	H8285	185	18
hbo:8306	H8306	185	18
hbo:8307	H8307	185	18
hbo:8333#1	H8333	185	18
hbo:2263#1	H2263	186	21
hbo:2263#_nosense	H2263	186	21
hbo:2264	H2264	186	21
hbo:3894	H3894	186	21
hbo:3898#1	H3898	186	21
hbo:3901	H3901	186	21
hbo:4421#1	H4421	186	21
hbo:4633	H4633	186	21
hbo:4634#1	H4634	186	21
hbo:4635#1	H4635	186	21
hbo:5400	H5400	186	21
hbo:5401#1	H5401	186	21
hbo:5401#2	H5401	186	21
hbo:5401#_nosense	H5401	186	21
hbo:5402	H5402	186	21
hbo:6186#1	H6186	186	21
hbo:6186#2	H6186	186	21
hbo:6186#_nosense	H6186	186	21
hbo:6187#1	H6187	186	21
hbo:6187#_nosense	H6187	186	21
hbo:7979#1	H7979	186	21
hbo:2250#1	H2250	187	21
hbo:2266#1	H2266	187	21
hbo:2266#2	H2266	187	21
hbo:2266#_nosense	H2266	187	21
hbo:2267	H2267	187	21
hbo:2269	H2269	187	21
hbo:2270#1	H2270	187	21
hbo:2271	H2271	187	21
hbo:2272	H2272	187	21
hbo:2273	H2273	187	21
hbo:2274	H2274	187	21
hbo:2278	H2278	187	21
hbo:2279#1	H2279	187	21
hbo:3161#1	H3161	187	21
hbo:3867#1	H3867	187	21
hbo:3867a#1	H3867	187	21
hbo:4225#1	H4225	187	21
hbo:4226	H4226	187	21
hbo:5596#1	H5596	187	21
hbo:6481	H6481	187	21
hbo:6482#1	H6482	187	21
hbo:2280#1	H2280	188	7
hbo:4832#1	H4832	188	7
hbo:7495#1	H7495	188	7
hbo:7495#2	H7495	188	7
hbo:7495#_nosense	H7495	188	7
hbo:7499	H7499	188	7
hbo:7500	H7500	188	7
hbo:1801#1	H1801	189	14
hbo:2282#1	H2282	189	14
hbo:2283	H2283	189	14
hbo:2287#1	H2287	189	14
hbo:3739a	H3739	189	14
hbo:3740	H3740	189	14
hbo:4868	H4868	189	14
hbo:6453#1	H6453	189	14
hbo:7540#1	H7540	189	14
hbo:7540#_nosense	H7540	189	14
hbo:7673#1	H7673	189	14
hbo:7674	H7674	189	14
hbo:7676#1	H7676	189	14
hbo:7677#1	H7677	189	14
hbo:0232#1	H0232	190	8
hbo:0247#_nosense	H0247	190	8
hbo:0640	H0640	190	8
hbo:0642	H0642	190	8
hbo:0646	H0646	190	8
hbo:2289	H2289	190	8
hbo:2290a#1	H2290	190	8
hbo:4228	H4228	190	8
hbo:2299	H2299	191	4
hbo:2300	H2300	191	4
hbo:2303	H2303	191	4
hbo:3913#1	H3913	191	4
hbo:2302a	H2302	192	2
hbo:2304	H2304	192	2
hbo:2164	H2164	193	14
hbo:2166#1	H2166	193	14
hbo:2166#_nosense	H2166	193	14
hbo:2318#_nosense	H2318	193	14
hbo:2319#1	H2319	193	14
hbo:2320#1	H2320	193	14
hbo:3117#1	H3117	193	14
hbo:4617#1	H4617	193	14
hbo:5772a	H5772	193	14
hbo:6030#2	H6030	193	14
hbo:6256#1	H6256	193	14
hbo:6261	H6261	193	14
hbo:7620#1	H7620	193	14
hbo:8141#1	H8141	193	14
hbo:2325	H2325	194	2
hbo:2326	H2326	194	2
hbo:2328	H2328	195	3
hbo:2329#1	H2329	195	3
hbo:4230	H4230	195	3
hbo:0262	H0262	196	2
hbo:2331	H2331	196	2
hbo:2336	H2336	197	5
hbo:2337	H2337	197	5
hbo:2397#1	H2397	197	5
hbo:4964#1	H4964	197	5
hbo:4965	H4965	197	5
hbo:2347#1	H2347	198	27
hbo:2347#2	H2347	198	27
hbo:2456	H2456	198	27
hbo:2470#1	H2470	198	27
hbo:2470#2	H2470	198	27
hbo:2470#3	H2470	198	27
hbo:2470#4	H2470	198	27
hbo:2470#_nosense	H2470	198	27
hbo:2470a#1	H2470	198	27
hbo:2483#1	H2483	198	27
hbo:2550#1	H2550	198	27
hbo:2551a	H2551	198	27
hbo:2603#1	H2603	198	27
hbo:2603#2	H2603	198	27
hbo:2603#_nosense	H2603	198	27
hbo:4245#1	H4245	198	27
hbo:4251	H4251	198	27
hbo:4257	H4257	198	27
hbo:4263	H4263	198	27
hbo:5218a#1	H5218	198	27
hbo:5219	H5219	198	27
hbo:6279#1	H6279	198	27
hbo:6282a	H6282	198	27
hbo:6419#1	H6419	198	27
hbo:7355#1	H7355	198	27
hbo:7355#_nosense	H7355	198	27
hbo:8463	H8463	198	27
hbo:2353	H2353	199	4
hbo:2355a	H2355	199	4
hbo:2357	H2357	199	4
hbo:2751	H2751	199	4
hbo:2370	H2370	200	3
hbo:2376	H2376	200	3
hbo:2379	H2379	200	3
hbo:2373#1	H2373	201	10
hbo:3409#1	H3409	201	10
hbo:3411#1	H3411	201	10
hbo:6654#1	H6654	201	10
hbo:6763#1	H6763	201	10
hbo:6763#2	H6763	201	10
hbo:7783	H7783	201	10
hbo:7784	H7784	201	10
hbo:7785#1	H7785	201	10
hbo:8573#1	H8573	201	10
hbo:3557#1	H3557	202	13
hbo:3557#_nosense	H3557	202	13
hbo:4552	H4552	202	13
hbo:4937#1	H4937	202	13
hbo:5564#1	H5564	202	13
hbo:5564#2	H5564	202	13
hbo:5564#3	H5564	202	13
hbo:5564#_nosense	H5564	202	13
hbo:5582#1	H5582	202	13
hbo:5582#_nosense	H5582	202	13
hbo:8551#1	H8551	202	13
hbo:8551#2	H8551	202	13
hbo:8551#3	H8551	202	13
hbo:2402	H2402	203	3
hbo:2408	H2408	203	3
hbo:2409	H2409	203	3
hbo:0990#1	H0990	204	22
hbo:1156	H1156	204	22
hbo:1159	H1159	204	22
hbo:2433	H2433	204	22
hbo:2580#1	H2580	204	22
hbo:2587#1	H2587	204	22
hbo:2589	H2589	204	22
hbo:2594	H2594	204	22
hbo:2617#2	H2617	204	22
hbo:6414	H6414	204	22
hbo:6415	H6415	204	22
hbo:6416	H6416	204	22
hbo:6417	H6417	204	22
hbo:7349#1	H7349	204	22
hbo:7355#2	H7355	204	22
hbo:7356	H7356	204	22
hbo:7358#1	H7358	204	22
hbo:7361	H7361	204	22
hbo:7362	H7362	204	22
hbo:8467#1	H8467	204	22
hbo:8469#1	H8469	204	22
hbo:8605#1	H8605	204	22
hbo:2443#1	H2443	205	23
hbo:2593	H2593	205	23
hbo:2596	H2596	205	23
hbo:2598#1	H2598	205	23
hbo:2763#2	H2763	205	23
hbo:2764#1	H2764	205	23
hbo:2764a#1	H2764	205	23
hbo:4364	H4364	205	23
hbo:4365	H4365	205	23
hbo:4502	H4502	205	23
hbo:4720#1	H4720	205	23
hbo:5139#1	H5139	205	23
hbo:5144#1	H5144	205	23
hbo:5145#1	H5145	205	23
hbo:6918#1	H6918	205	23
hbo:6922#1	H6922	205	23
hbo:6942#1	H6942	205	23
hbo:6942#2	H6942	205	23
hbo:6942#3	H6942	205	23
hbo:6942#4	H6942	205	23
hbo:6942#_nosense	H6942	205	23
hbo:6944#1	H6944	205	23
hbo:6945	H6945	205	23
hbo:2447	H2447	206	2
hbo:2448	H2448	206	2
hbo:2476	H2476	207	3
hbo:2522a	H2522	207	3
hbo:2523	H2523	207	3
hbo:1486#1	H1486	208	20
hbo:2505#1	H2505	208	20
hbo:2505#2	H2505	208	20
hbo:2505#_nosense	H2505	208	20
hbo:2506#1	H2506	208	20
hbo:2506#2	H2506	208	20
hbo:2509#1	H2509	208	20
hbo:2512	H2512	208	20
hbo:2513#1	H2513	208	20
hbo:2514	H2514	208	20
hbo:2515	H2515	208	20
hbo:2519	H2519	208	20
hbo:2686#1	H2686	208	20
hbo:4256#1	H4256	208	20
hbo:4256#_nosense	H4256	208	20
hbo:4653	H4653	208	20
hbo:6385	H6385	208	20
hbo:6388	H6388	208	20
hbo:6390	H6390	208	20
hbo:6391	H6391	208	20
hbo:0183#1	H0183	209	26
hbo:0183#2	H0183	209	26
hbo:0183#_nosense	H0183	209	26
hbo:0185#1	H0185	209	26
hbo:2530#1	H2530	209	26
hbo:2531#1	H2531	209	26
hbo:2532#1	H2532	209	26
hbo:2836#1	H2836	209	26
hbo:2838	H2838	209	26
hbo:2839	H2839	209	26
hbo:3700#1	H3700	209	26
hbo:3970	H3970	209	26
hbo:4022#1	H4022	209	26
