strong	gloss	translit
G8021	allotment	klērodosia
G8022	allot	klērodoteō
G8023	by casting lots	klērōti
G8024	step	klimaktēr
G8025	stairway	klimax
G8026	corner	klitos
G8027	neck yoke	kloios
G8028	ransack	klopophoreō
G8029	twine	klōthō
G8030	branch	klōn
G8031	yarn	klōsma
G8032	spun	klōstos
G8033	shank	knēmē
G8034	leg covering	knēmis
G8035	itching	knēphē
G8036	nettle	knidē
G8037	pick	knizō
G8038	cavity	koilas
G8039	ship's hold	koilē
G8040	hollow	koilos
G8041	vault	koilostathmeō
G8042	vaulted	koilostathmos
G8043	hollow	koilōma
G8044	rest	koimizō
G8045	lay in bed	koitazō
G8046	laying with	koitasia
G8047	crush	kolabrizō
G8048	flatter	kolakeuō
G8049	gourd	kolaptos
G8050	chisel	kolaptō
G8051	sheath	koleos
G8052	glue	kollē
G8053	bake biscuits	kollurizō
G8054	biscuit	kolluris
G8055	tailless	kolobokerkos
G8056	splitmouth	koloborrin
G8057	gourd	kolokunthē
G8058	recess	kolpōma
G8059	drinking cup	kondu
G8060	smite	kondulizō
G8061	ill-treatment	kondulismos
G8062	lime	konia
G8063	whitewash	koniama
G8064	shaft	kontos
G8065	briar	konuza
G8066	pound out	kopanizō
G8067	trouble	kopoō
G8068	dung	kopros
G8069	weariness	kopōsis
G8070	pupil	korē
G8071	coriander	korion
G8072	truncheon	korunē
G8073	head	koruphē
G8074	crowbar	korōnē
G8075	fringe	kosumbos
G8076	fringed	kosumbōtos
G8077	small cup	kotulē
G8078	shearing	koura
G8079	barber	koureus
G8080	light (in weight)	kouphos
G8081	nimbly	kouphōs
G8082	pebble	kochlax
G8083	be dizzy from wine	kraipalaō
G8084	mixed wine	krama
G8085	force	krataiotēs
G8086	fortification	krataiōma
G8087	forcefully	krataiōs
G8088	fortification	krataiōsis
G8089	basin	kratēr
G8090	meat hook	kreagra
G8091	dress meat	kreanomeō
G8092	hanging	kremastos
G8093	fountain	krēnē
G8094	bank	krēpis
G8095	hook	krikos
G8096	ram	krios
G8097	woof	krokē
G8098	crocodile	krokodeilos
G8099	saffron	krokos
G8100	onion	krommuon
G8101	border	krossos
G8102	bordered fringes	krossōtos
G8103	temple	krotaphos
G8104	clap	kroteō
G8105	secretly	krubē
G8106	secretly	kruphaiōs
G8107	private	kruphios
G8108	slay	kteinō
G8109	grazing cattle	ktēnotrophos
G8110	brutish	ktēnōdēs
G8111	possession	ktēsis
G8112	cup	kuathos
G8113	bean	kuamos
G8114	devise	kubernaō
G8115	cube	kubos
G8116	uproar	kudoimos
G8117	dignity	kudos
G8118	conception	kuēsis
G8119	swirl	kuklōma
G8120	swan	kuknos
G8121	swell up	kumainō
G8122	waved border	kumation
G8123	play cymbals	kumbalizō
G8124	hunt with hounds	kunēgeō
G8125	hunter with hounds	kunēgos
G8126	churlish	kunikos
G8127	dog-fly	kunomuia
G8128	be with child	kuophoreō
G8129	of cypress	kuparissinos
G8130	cypress	kuparissos
G8131	blossom	kuprizō
G8132	blossom	kuprismos
G8133	humpback	kurtos
G8134	extent	kutos
G8135	have downcast eyes	kuphō
G8136	granary	kupselē
G8137	sire	kuō
G8138	bell	kōdōn
G8139	toasting	kōthōn
G8140	toast	kōthōnizō
G8141	hind quarter	kōlea
G8142	restraint	kōluma
G8143	magistrate	kōmarchēs
G8144	oar	kōpē
G8145	oarsman	kōpēlatēs
G8146	be silent	kōpheuō
G8147	be mute	kōphoō
G8148	handle	labē
G8149	tong	labis
G8150	fierce	labros
G8151	pancake	laganon
G8152	clandestinely	lathraiōs
G8153	private	lathrios
G8154	pit	lakkos
G8155	discussion	lalēma
G8156	power of speech	lalētos
G8157	oil lamp bowl	lampadion
G8158	covered royal chariot	lampēnē
G8159	like a covered chariot	lampēnikos
G8160	torch	lamptēr
G8161	stone chisel	laxeutērion
G8162	dress stone	laxeuō
G8163	lap	laptō
G8164	gull	laros
G8165	quarried	latomētos
G8166	quarrier	latomos
G8167	servile	latreutos
G8168	bounty	laphura
G8169	vegetables	lachaneia
G8170	lioness	leaina
G8171	grind	leainō
G8172	kettle	lebēs
G8173	ministration	leitourgēma
G8174	ministration	leitourgēsimos
G8175	scabbed	leichēn
G8176	lick	leichō
G8177	pan	lekanē
G8178	form of speech	lexis
G8179	peel	lepizō
G8180	peel	lepisma
G8181	become leprous	lepraō
G8182	become leprous	leproomai
G8183	make fine	leptunō
G8184	rind	lepuros
G8185	intrigue	leschē
G8186	be white	leukanthizō
G8187	white poplar	leukē
G8188	smooth rock	leōpetria
G8189	concern	lēmma
G8190	band of robbers	lēstērion
G8191	amber	ligurion
G8192	cut stones	lithourgeō
G8193	stonecutting	lithourgikos
G8194	winnower	likmētōr
G8195	winnowing shovel	likmos
G8196	lima	lima
G8197	cause to hunger	limagchoneō
G8198	famish	limoktoneō
G8199	be famished	limōssō
G8200	of flaxen linen	lineos
G8201	stalk of flax	linokalamē
G8202	anoint	lipainō
G8203	fatness	lipasma
G8204	implore	lissomai
G8205	implore	litaneuō
G8206	cheap	litos
G8207	lobe	lobos
G8208	reviling	loidorēsis
G8209	injure	loimeuomai
G8210	bathing tub	loutēr
G8211	bathhouse	loutrōn
G8212	ridge	lophia
G8213	give birth	locheuō
G8214	distressing	lupēros
G8215	hem	lōma
G8216	by!	ma
G8217	number	maasphar
G8218	cooking place	mageireion
G8219	cut up meat	mageireuō
G8220	female cook	mageirissa
G8221	male cook	mageiros
G8222	loaf	magis
G8223	loose of hair	madēsē
G8224	pluck hair	madaroō
G8225	harp	maeleth
G8226	mazuroth	mazourōth
G8227	lesson	mathēma
G8228	midwife	maia
G8229	be irresistibly led	maimassō
G8230	act as midwife	maioomai
G8231	most blessed	makaristos
G8232	long-lived	makrobios
G8233	prolong one's days	makroēmereuō
G8234	many days	makroēmeros
G8235	lenient	makrothumos
G8236	duration	makrotēs
G8237	live a long time	makrochroneō
G8238	abomination	makrumma
G8239	prolong	makrunō
G8240	by all means	mala
G8241	dressing	malagma
G8242	be infirm	malakizomai
G8243	soften	malakunō
G8244	softly	malakōs
G8245	manna	man
G8246	gift	manaa
G8247	haven	mandra
G8248	mandrake	mandragoras
G8249	uniform	manduas
G8250	mane	manē
G8251	golden necklace	maniakēs
G8252	divination	manteia
G8253	oracle	manteion
G8254	clairvoyant	mantis
G8255	of marble	marmarinos
G8256	money bag	marsippion
G8257	bag	marsippos
G8258	second section	masanai
G8259	snuffer	masmarōth
G8260	acting in folly	mataiōs
G8261	rag	machbar
G8262	food	macheēl
G8263	warrior	machētēs
G8264	combat	machimos
G8265	fortress	maōzein
G8266	majesty	megaloprepeia
G8267	having large wings	megalopterugos
G8268	speak great words	megalorrēmoneō
G8269	lofty language	megalorrēmosunē
G8270	lofty speaking	megalorrēmōn
G8271	fleshy	megalosarkos
G8272	high-minded	megalophrōn
G8273	magnificence	megalōma
G8274	use craft	methodeuō
G8275	strong drink	methusma
G8276	genealogical register	methōesim
G8277	ridge	melathron
G8278	arch over	melathroō
G8279	pepperwort	melanthion
G8280	blacken	melanoomai
G8281	meditation	meletē
G8282	dismember	melizō
G8283	bee	melissa
G8284	apiary	melissōn
G8285	complaint	mempsis
G8286	however	mentoige
G8287	partition	meriteuomai
G8288	middle	mesaios
G8289	weaver's beam	mesantion
G8290	midday	mesēmbrinos
G8291	wardrobe	mesthaal
G8292	purple ornamentation	mesoporphuros
G8293	garrison	messab
G8294	revolt	metabolē
G8295	trader	metabolos
G8296	removal	metakinēsis
G8297	mine	metalleuō
G8298	repentance	metameleia
G8299	regret	metamelos
G8300	migrate	metanasteuō
G8301	change residence	metanistēmi
G8302	degenerate	metapiptō
G8303	fashion differently	metaskeuazō
G8304	converted	metastrophē
G8305	upper back	metaphrenon
G8306	pass between the ranks	meterchomai
G8307	crest	meteōrismos
G8308	meteorite	meteōros
G8309	displace	metoikeō
G8310	displacement	metoikia
G8311	refugee	metoikos
G8312	measuring	metrēsis
G8313	be content	metriazō
G8314	base	mechōnōth
G8315	neither one	mētheteros
G8316	cheeks	mēlon
G8317	of a month	mēniaios
G8318	vehement anger	mēnis
G8319	crescent	mēniskos
G8320	be infuriated	mēniō
G8321	thigh	mēria
G8322	chew the cud	mērukaomai
G8323	chewing the cud	mērukismos
G8324	furl	mēruomai
G8325	construct	mēchaneuomai
G8326	machine	mēchanē
G8327	defilement	miansis
G8328	thinness	mikrotēs
G8329	vermilion	miltos
G8330	mingle	misgō
G8331	detested	misētos
G8332	hatred	misos
G8333	mitre	mitra
G8334	memorandum	mnēmosunos
G8335	resent	mnēsikakeō
G8336	resentful	mnēsikakos
G8337	lead	molibdos
G8338	mallow (plant)	molochē
G8339	contamination	molunsis
G8340	live alone	monazō
G8341	stable	monimos
G8342	wild boar	monios
G8343	lightly armed	monozōnos
G8344	unicorn	monokerōs
G8345	fight one on one	monomacheō
G8346	having one testicle	monorchis
G8347	simple	monotropos
G8348	sheepfolds	mosphathaim
G8349	young calf	moscharion
G8350	dress a wound	motoō
G8351	make an effort	mochtheō
G8352	bar	mochlos
G8353	field-mouse	mugalē
G8354	fill with marrow	mueloomai
G8355	fly	muia
G8356	nostril	muktēr
G8357	sneering	muktērismos
G8358	molar tooth	mulē
G8359	tube	muxōtēres
G8360	scented	murepsikos
G8361	perfumer	murepsos
G8362	ten thousand-fold	murioplasios
G8363	be troubled with warts	murmēkiaō
G8364	small lion	murmēkoleōn
G8365	ant	murmēx
G8366	myrtle tree	mursinē
G8367	mouse	mus
G8368	detestable	musaros
G8369	mustache	mustax
G8370	scorn	mōkaomai
G8371	scoffing	mōmētos
G8372	stringed instrument	nabla
G8373	inhabit	naiō
G8374	juice	nama
G8375	grove	napē
G8376	be paralyzed	narkaō
G8377	fare	naulon
G8378	mariner	nautikos
G8379	young woman	neanis
G8380	hide flask	nebel
G8381	fawn	nebros
G8382	ostriches	neelassa
G8383	diadem	nezer
G8384	altercation	neikos
G8385	feed	nemō
G8386	plow fallow land	neoō
G8387	feathers	nessa
G8388	beckon	neuma
G8389	bow string	neura
G8390	hamstring	neurokopeō
G8391	nerve	neuron
G8392	spices	nechōtha
G8393	field prepared for plowing	neōma
G8394	infancy	nēpiotēs
G8395	spun	nēstos
G8396	bring success	nikopoieō
G8397	Nisan	Nisan
G8398	bleach	nitron
G8399	snowflakes	niphetos
G8400	intelligent	noēmōn
G8401	intelligible	noētōs
G8402	feeding	nomas
G8403	lawful	nomimos
G8404	lawfully	nomothesmōs
G8405	abode	nomos
G8406	diseased	noseros
G8407	nest	nosseuō
G8408	build a nest	nossopoieō
G8409	load carrier	nōtophoros
G8410	admonition	nouthetēma
G8411	admonition	nouthetēsis
G8412	nightly	nukterinos
G8413	bat	nukteris
G8414	owl	nuktikorax
G8415	groomsman	numphagōgos
G8416	betrothing	numpheusis
G8417	slumbering	nustagma
G8418	slumber	nustagmos
G8419	dull of heart	nōthrokardios
G8420	shepherd	nōkēd
G8421	60	x
G8422	be yellowish	xanthizō
G8423	gifts	xenios
G8424	hospitality	xenismos
G8425	dryness	xērasia
G8426	knife-blade	xiphos
G8427	stick	xularion
G8428	woodcutter	xulokopos
G8429	bearing wood	xulophoria
G8430	wood bearer	xulophoros
G8431	board	xuloō
G8432	double-horse chariot	xunōris
G8433	shaving	xurēsis
G8434	razor	xuron
G8435	planed	xustos
G8436	scrape	xuō
G8437	point	obeliskos
G8438	obolus	obolos
G8439	eighty-six	ogdoēkontaex
G8440	eighty-five	ogdoēkontapente
G8441	eighty-four	ogdoēkontatessares
G8442	eighty-three	ogdoēkontatreis
G8443	eightieth	ogdoēkostos
G8444	traveler	hodoiporos
G8445	open a way	hodopoieō
G8446	grievous	odunēros
G8447	grieve	oduromai
G8448	steer	oiakizō
G8449	intimacy	oikeiotēs
G8450	female domestic servant	oiketis
G8451	place of abode	oikēsis
G8452	inhabited	oikētos
G8453	inhabitant	oikētōr
G8454	resettle	oikizō
G8455	niche	oikiskos
G8456	native-born servant	oikogenēs
G8457	area	oikopedon
G8458	pitying	oikteirēma
G8459	lament	oiktos
G8460	pitiable	oiktros
G8461	alas!	oimoi
G8462	drink wine	oinopoteō
G8463	be drunk with wine	oinophlugeō
G8464	female wine server	oinochoē
G8465	male wine server	oinochoos
G8466	be drunk with wine	oinoō
G8467	ephah	oiphi
G8468	be undone	oichomai
G8469	foretell	oiōnizomai
G8470	omen	oiōnisma
G8471	omen	oiōnismos
G8472	omen	oiōnos
G8473	kneel	oklazō
G8474	slothful	oknēria
G8475	eight thousand	oktakischilioi
G8476	eight hundred	oktakosioi
G8477	eight cubits	oktapēchus
G8478	eighteen	oktōkaideka
G8479	eighteenth	oktōkaidekatos
G8480	pernicious	olethrios
G8481	destroy	olekō
G8482	short-lived	oligobios
G8483	very few	oligostos
G8484	fewness	oligotēs
G8485	be faint-hearted	oligopsucheō
G8486	faint-heartedness	oligopsuchia
G8487	lessen	oligoō
G8488	slip	olisthanō
G8489	slip	olisthēma
G8490	scale-weight	holkē
G8491	destroy	ollumi
G8492	whole offering	holokarpōma
G8493	whole offering	holokarpōsis
G8494	wholly burnt	holokautos
G8495	bringing of a whole burnt-offering	holokautōsis
G8496	shrieking of women	ololugmos
G8497	entirely of purple	holoporphuros
G8498	entirely from a root	holorrizos
G8499	soundly	holoscherōs
G8500	wild oat	olura
G8501	of oaten bread	oluritēs
G8502	level	homalizō
G8503	leveling	homalismos
G8504	shower	ombrēma
G8505	security treaty	homēros
G8506	confessedly	homologōs
G8507	born of the same mother	homomētrios
G8508	consent	homonoeō
G8509	concord	homonoia
G8510	of the same father	homopatrios
G8511	adjoin	homoreō
G8512	adjoining	homoros
G8513	be sour	omphakizō
G8514	anavel	omphalos
G8515	unripe grape	omphax
G8516	wild donkey	onagros
G8517	scorning	oneidisma
G8518	profitable	onēsis
G8519	satyr	onokentauros
G8520	famous	onomastos
G8521	claw	onux
G8522	claw	onuchizō
G8523	onyx	onuchion
G8524	cloven-footed	onuchistēr
G8525	swiftly	oxeōs
G8526	writing fast	oxugraphos
G8527	quick to rage	oxuthumos
G8528	sharpen	oxunō
G8529	swift	oxutēs
G8530	shoemaker's awl	opētion
G8531	posterior	opisthios
G8532	backwardly	opisthiōs
G8533	convulsion	opisthotonos
G8534	backwards	opisthophanōs
G8535	hoof	hoplē
G8536	armed with a large shield	hoplitēs
G8537	armory	hoplothēkē
G8538	armed warrior	hoplomachos
G8539	armor-bearer	hoplophoros
G8540	behold	optazomai
G8541	bake	optaō
G8542	storehouse of fruits	opōrophulakion
G8543	observer	horatēs
G8544	observant	horatikos
G8545	instrument	organon
G8546	be straight up	orthoō
G8547	enactment	horismos
G8548	conjuring	horkismos
G8549	pendant	hormiskos
G8550	mooring	hormos
G8551	small bird	ornithion
G8552	use augury	ornithoskopeomai
G8553	scion	orodamnos
G8554	confirmation	horos
G8555	roofing	orophōma
G8556	mother-quail	ortugomētra
G8557	gazelle	orux
G8558	bereavement	orphania
G8559	purify	hosioō
G8560	whatsoever	hostisoun
G8561	potsherd	ostrakon
G8562	savor	osphrainomai
G8563	smell	osphrasia
G8564	not at all	oudamou
G8565	neither	oude mē
G8566	discoloration	oulē
G8567	rear guard	ouragia
G8568	urinate	oureō
G8569	rotten egg	ourios
G8570	urine	ouron
G8571	clear to the eyes	ophthalmophanōs
G8572	crawling locust	ophiomachēs
G8573	riverbank	ochthē
G8574	rioting	ochlēria
G8575	fortified	ochuros
G8576	fortify	ochuroō
G8577	arrive late	opsizō
G8578	fish	opson
G8579	icy coldness	pagetos
G8580	ice	pagos
G8581	mourner	patheinos
G8582	play	paignia
G8583	plaything	paignion
G8584	dried cluster	palathē
G8585	palm (plant)	palaistē
G8586	wrestle	palaiō
G8587	that which has grown old	palaiōma
G8588	that which has grown old	palaiōsis
G8589	concubine	pallakē
G8590	concubine	pallakis
G8591	agitate	pallō
G8592	abundant herbage	pambotanon
G8593	in full assembly	pandēmei
G8594	assemble for a festival	panēgurizō
G8595	panther	panthēr
G8596	whole family	panoikia
G8597	trick	panourgeuō
G8598	of all kinds	pantodapos
G8599	papyrus (plant)	papuros
G8600	deeply dyed	parabaptos
G8601	cast aside	parabibazō
G8602	look over	parablepō
G8603	mobilization order	parangelma
G8604	scraper	paragraphis
G8605	carpenter's square	paragōniskos
G8606	model	paradeigma
G8607	hold forth as an example	paradeiknumi
G8608	do an incredible thing	paradoxazō
G8609	passing by	paradromē
G8610	sash	parazōnē
G8611	overheat	parathermainō
G8612	provision	parathesis
G8613	press against	parathlibō
G8614	lift from	paraireō
G8615	sit near	parakathēmai
G8616	deposit in care of	parakatatithēmi
G8617	rouse	parakeleuomai
G8618	comforting	paraklētikos
G8619	comforter	paraklētōr
G8620	mistress	parakoitos
G8621	cheat	parakrouō
G8622	speak improperly	paralaleō
G8623	alteration	parallaxis
G8624	alter	parallassō
G8625	paralysis	paralusis
G8626	uselessly consume	paranaliskō
G8627	lawbreaker	paranomos
G8628	unlawfully	paranomōs
G8629	dagger	paraxiphis
G8630	thoroughly	parapan
G8631	canopy	parapetasma
G8632	deranged	paraplēktos
G8633	derangement	paraplēxia
G8634	transgression	paraptōsis
G8635	throw aside	pararriptō
G8636	sheet of leather	pararuma
G8637	remain silent	parasiōpaō
G8638	position	parastasis
G8639	resemble	parasumballomai
G8640	battle array	parataxis
G8641	deploy	paratassō
G8642	be a bodyguard	paratrechō
G8643	ranting	paraphronēsis
G8644	shoot	paraphuas
G8645	attend upon	paredreuō
G8646	ignore	pareidō
G8647	reach forth	parekteinō
G8648	deferment	parelkusis
G8649	besides	parex
G8650	move out of place	parexistēmi
G8651	marks of virginity	parthenia
G8652	virgin	parthenikos
G8653	present	paristanō
G8654	travel by	parodeuō
G8655	sojourning	paroikesia
G8656	sojourning	paroikēsis
G8657	insult drunkenly	paroineō
G8658	be in heat	paroistraō
G8659	overlook	paroraō
G8660	provocation	parorgisma
G8661	shoulder strap	parōmis
G8662	peg	passalos
G8663	strew	passō
G8664	nuptial chamber	pastos
G8665	chamber	pastophorion
G8666	trampled	patēma
G8667	trampled	patētos
G8668	uncle	patradelphos
G8669	patriarchal idol	patrarchos
G8670	of a father	patrios
G8671	cessation	pausis
G8672	frost	pachnē
G8673	thickness	pachos
G8674	robust	pachus
G8675	shackle	pedaō
G8676	plain	pedion
G8677	on foot	pezos
G8678	maraud	peirateuō
G8679	band of marauders	peiratērion
G8680	marauder	peiratēs
G8681	one near	pelas
G8682	pelican	pelekan
G8683	hew	pelekaō
G8684	hewn	pelekētos
G8685	hewing axe	pelekus
G8686	dark colored	pelidnos
G8687	be darkened	pelioomai
G8688	armed with a small shield	peltastēs
G8689	small shield	peltē
G8690	hewing axe	pelux
G8691	cake	pemma
G8692	mournful	penthikos
G8693	poverty	penia
G8694	be in need	penomai
G8695	of five years	pentaetēs
G8696	of five cubits	pentapēchus
G8697	five-fold	pentaplasiōs
G8698	five-fold way	pentaplous
G8699	fifteen	pentekaideka
G8700	fifty-two	pentēkontaduo
G8701	fifty-six	pentēkontaex
G8702	fifty-seven	pentēkontaepta
G8703	fifty-five	pentēkontapente
G8704	fifty years	pentēkontapetēs
G8705	commander of fifty	pentēkontarchos
G8706	fifty-three	pentēkontatreis
G8707	fifty-four	pentēkontessares
G8708	fiftieth	pentēkostos
G8709	mature	pepeiros
G8710	securely	pepoithotōs
G8711	melon	pepōn
G8712	achieve	perainō
G8713	limit	perasmos
G8714	traveler	peratēs
G8715	partridge	perdix
G8716	silver plate	periarguroō
G8717	admired	peribleptos
G8718	wrap-around	periblēma
G8719	wrap-around	peribolē
G8720	enclosure	peribolos
G8721	be an advantage	periginomai
G8722	eat at a wake	perideipneō
G8723	right armband	peridexios
G8724	grasp in the hands	peridrassomai
G8725	remain over	perieimi
G8726	loincloth	perizōma
G8727	adornment	perithema
G8728	purge	perikathairō
G8729	purge	perikatharizō
G8730	besiege	perikathēmai
G8731	besiege	perikathizō
G8732	shave around	perikeirō
G8733	legging	periknēmis
G8734	adorn sumptuously	perikosmeō
G8735	surrounding	perikuklō
G8736	embrace	perilambanō
G8737	embrace	perilēpsis
G8738	residue	periloipos
G8739	perimeter	perimetron
G8740	travel about	periodeuō
G8741	circuit	periodos
G8742	enclose	perioikodomeō
G8743	trim nails	perionuchizō
G8744	prized possession	periousiasmos
G8745	promenade	peripatos
G8746	twist	periplekō
G8747	township	peripolion
G8748	objects edged with purple	periporphuros
G8749	sparks	peripteros
G8750	by chance	periptōma
G8751	sprinkle about	perirrainō
G8752	inlay	perisialoomai
G8753	pants	periskelēs
G8754	cover	periskepō
G8755	distraction	perispasmos
G8756	outskirts	perisporia
G8757	surrounding space	peristasis
G8758	screen	peristellō
G8759	breast-plate	peristēthion
G8760	attire	peristolē
G8761	cleft	peristomios
G8762	move around	peristrephō
G8763	peristyle	peristulos
G8764	tear away	perisurō
G8765	split	perischizō
G8766	wall around	periteichizō
G8767	rampart	periteichos
G8768	madness	periphereia
G8769	circumference	peripherēs
G8770	deviation	periphora
G8771	enclose	periphrassō
G8772	brass plate	perichalkoō
G8773	surround with a rampart	pericharakoō
G8774	overjoyed	pericharēs
G8775	pour about	pericheō
G8776	gild	perichrusoō
G8777	grow dark	perkazō
G8778	bake	pessō
G8779	leaf	petalon
G8780	spread out	petannumi
G8781	perch	petauron
G8782	of rock	petrinos
G8783	slinger	petrobolos
G8784	pine tree	peukē
G8785	of pine	peukinos
G8786	baking	pepsis
G8787	bank of water	pēgma
G8788	spring up	pēdaō
G8789	of clay	pēlinos
G8790	fatten	piainō
G8791	ape	pithēkos
G8792	cask	pithos
G8793	bitterness	pikrasmos
G8794	bitter herb	pikris
G8795	of mother of pearl	pininos
G8796	pitch	pissa
G8797	pine tree	pitus
G8798	plenty	piōn
G8799	bend	plagiazō
G8800	sideways	plagios
G8801	delusion	planēsis
G8802	plane tree	platanos
G8803	enlargement	platusmos
G8804	very often	pleistakis
G8805	many times	pleonakis
G8806	surplus	pleonasma
G8807	usury	pleonasmos
G8808	superabundant	pleonastos
G8809	advantage	pleonektēma
G8810	side	pleuron
G8811	trespass	plēmmeleia
G8812	offend	plēmmeleō
G8813	trespass	plēmmelēma
G8814	trespass	plēmmelēsis
G8815	filling	plērōsis
G8816	dear one	plēsios
G8817	making of bricks	plintheia
G8818	make bricks	plintheuō
G8819	brick-kiln	plinthion
G8820	brick	plinthos
G8821	brickmaking	plinthourgia
G8822	wreathen	plokē
G8823	braid	plokion
G8824	afloat	plōtos
G8825	be carried by wind	pneumatophoreomai
G8826	carried by wind	pneumatophoros
G8827	lungs	pneumōn
G8828	herbage	poa
G8829	feel absence	potheō
G8830	embroidery	poikilia
G8831	embroidered	poikillō
G8832	color	poikilma
G8833	embroiderer	poikiltēs
G8834	embroidery	poikiltikos
G8835	embroidered	poikiltos
G8836	variously	poikilōs
G8837	of a shepherd	poimenikos
G8838	fleece	pokos
G8839	warfare	polemikos
G8840	warlike	polemios
G8841	warrior	polemistēs
G8842	grayness of hair	polia
G8843	assault	poliorkeō
G8844	assault	poliorkia
G8845	gray hair	polios
G8846	in many ways	pollachōs
G8847	great deal	pollostos
G8848	cemetery	poluandrion
G8849	full of mercy	polueleos
G8850	of many days	poluēmeros
G8851	many ways	poluodia
G8852	great multitude	poluochlia
G8853	manifoldly multiply	poluplasiazō
G8854	be numerous	poluplētheō
G8855	greatly multiply	poluplēthunō
G8856	crafty	poluplokos
G8857	talkative	polurrēmōn
G8858	prolific	polutokos
G8859	delay long	poluchronizō
G8860	long-lived	poluchronios
G8861	take great care	poluōreō
G8862	suffer pain	poneō
G8863	act wickedly	ponēreuomai
G8864	pass through a sea	pontoporeō
G8865	trek	poreusis
G8866	place of harlotry	porneion
G8867	of a harlot	pornikos
G8868	whoremonger	pornokopos
G8869	of purple	porphuris
G8870	purple-legged stork	porphuriōn
G8871	how often	posaplōs
G8872	drink	potēma
G8873	channel	potistērion
G8874	beverage	potos
G8875	leek colored	prasinos
G8876	sale	prasis
G8877	leek	prason
G8878	gentle-minded	prauthumos
G8879	calm	praunō
G8880	senior	presbeion
G8881	ambassador	presbus
G8882	bloat	prēthō
G8883	buy	priamai
G8884	toothed	pristēroeidēs
G8885	saw	priōn
G8886	resolve	proairesis
G8887	prefer	proanatassō
G8888	sprout up early	proanatellō
G8889	forewarn	proapangellō
G8890	outskirts	proasteion
G8891	entrance approach	probasis
G8892	riddle	problēma
G8893	put forth first	proekpherō
G8894	feel eager	prothumeomai
G8895	threshold	prothuron
G8896	let go	proiēmi
G8897	post in front	prokathistēmi
G8898	be first to take	prokatalambanō
G8899	wine press	prolēnion
G8900	crop	prolobos
G8901	battlement	promachōn
G8902	despoil	pronomeuō
G8903	plunder	pronomē
G8904	retort	prooimion
G8905	forefather	propappos
G8906	rashness	propeteia
G8907	fall down	propiptō
G8908	gateway	propulon
G8909	ascent leading to	prosanabasis
G8910	die in addition	prosapothnēskō
G8911	strike up	prosballō
G8912	amalgamated	prosblētos
G8913	unite with	prosginomai
G8914	acceptable	prosdektos
G8915	give in addition	prosdidōmi
G8916	look at	prosoraō
G8917	say to	proseipon
G8918	burn besides	prosekkaiō
G8919	set on fire	prosemprēthō
G8920	moreover	proseti
G8921	convert	prosēluteuō
G8922	kind	prosēnēs
G8923	addition	prosthema
G8924	addition	prosthesis
G8925	press to	prosthlibō
G8926	be burnt through	proskaiō
G8927	leave surplus	proskataleipō
G8928	burnt	proskauma
G8929	join up with	proskeimai
G8930	pillow	proskephalēs
G8931	rush upon	proskrouō
G8932	count in addition to	proslogizomai
G8933	mingle with	prosmignumi
G8934	pay attention to	prosnoeō
G8935	revenue	prosodos
G8936	give out an odor	prosozō
G8937	shut	prosoigō
G8938	loathsome thing	prosochthisma
G8939	aspect	prosopsis
G8940	play before	prospaizō
G8941	sprinkle on	prosrainō
G8942	salivate upon	prossielizō
G8943	order	prostagma
G8944	antechamber	prostas
G8945	superintendent	prostatēs
G8946	rejoice with	proschairō
G8947	pour on	proscheō
G8948	mound	proschōma
G8949	join with	proschōreō
G8950	area around a wall	proteichisma
G8951	honor	proterēma
G8952	upper part	protomē
G8953	make an excuse	prophasizomai
G8954	offered as an excuse	prophasistikos
G8955	advance guard	prophulakē
G8956	advance guard	prophulax
G8957	keep guard over	prophulassō
G8958	beforehand	procheiros
G8959	excrement	prochōrēma
G8960	day before	prōēn
G8961	from morning	prōithen
G8962	captain	prōreus
G8963	be seated first	prōtobathreō
G8964	put forth first	prōtoboleō
G8965	first-born	prōtogenēs
G8966	first produce	prōtogennēma
G8967	first-ripe	prōtogonos
G8968	beginning of speaking	prōtologia
G8969	give a right of first-born	prōtotokeuō
G8970	give birth first time	prōtotokeō
G8971	fault	ptaisma
G8972	sneezing	ptarmos
G8973	stomp	pternizō
G8974	trickery	pternismos
G8975	feather	pteron
G8976	grow wings	pterophueō
G8977	flap wings	pterussomai
G8978	feathered	pterōtos
G8979	alarm	ptēssō
G8980	hairless	ptillos
G8981	spittle	ptuelos
G8982	fold	ptuxis
G8983	fold	ptuchē
G8984	make poor	ptōchizō
G8985	white-tailed hart	pugargos
G8986	lower branch	puthmēn
G8987	enclose	pukazō
G8988	gatekeeper	pulōros
G8989	writing tablet	puxion
G8990	boxwood	puxos
G8991	towered fortification	purgobaris
G8992	censer	pureion
G8993	scorched	purikaustos
G8994	wheat	puros
G8995	wheat harvest	purophoros
G8996	fiery red	purrakēs
G8997	be reddish	purrizō
G8998	light a fire	purseuō
G8999	signal-fire	pursos
G9000	fire-bearer	purphoros
G9001	refiner	purōtēs
G9002	beard	pōgōn
G9003	breach	rhagas
G9004	tender branch	radamnos
G9005	broom shrub	Rhathama
G9006	be lazy	rhathumeō
G9007	sprinkle	rhainō
G9008	ragged	rhakōdēs
G9009	thread	rhamma
G9010	white-thorn	rhamnos
G9011	speckled	rhantos
G9012	strung together	rhaptos
G9013	sew	rhaptō
