# Hebrew Strong's pairs with highly similar per-book occurrence profiles — a free
# approximation of SDBH's `ctx` (contextual/situational) domain axis, NOT the `core`
# (concept/synonymy) axis every other signal in this pipeline targets. Derived entirely
# from public-domain WLC occurrence counts. Validated 2026-08 at 45.6% SDBH ctx-agreement
# vs. 13.81% random baseline. NOT wired into build_semantic_neighbors.py — see
# build_genre_context_pairs.py's docstring for why.
strong_a	strong_b	cosine
H5424	H8359	0.9939
H5424	H6883	0.9895
H5424	H8263	0.9879
H5424	H6187	0.9872
H5424	H8318	0.9831
H5424	H6154	0.9594
H5424	H6172	0.9524
H5424	H8181	0.9468
H5428	H5663	0.9771
H5428	H8471	0.9762
H5428	H7143	0.9743
H5428	H8048	0.9674
H5428	H8322	0.9629
H5428	H7455	0.9596
H5428	H7611	0.9094
H5429	H6492	0.9491
H5439	H8432	0.9453
H5439	H6285	0.9446
H5439	H6189	0.9298
H5439	H7341	0.9283
H5439	H8201	0.9238
H5439	H8210	0.9216
H5445	H6286	0.9253
H5445	H6476	0.9181
H5445	H7898	0.9129
H5445	H6957	0.9129
H5445	H6673	0.9058
H5449	H7895	0.9518
H5449	H7346	0.9042
H5450	H6472	1.0
H5450	H7165	1.0
H5450	H7806	1.0
H5450	H8246	1.0
H5450	H7175	0.9989
H5450	H7848	0.9985
H5450	H7551	0.9923
H5450	H6854	0.9839
H5450	H5572	0.9806
H5450	H6157	0.9615
H5450	H7050	0.9532
H5450	H7757	0.915
H5458	H8010	0.9605
H5458	H5696	0.9152
H5467	H6820	0.9589
H5467	H7666	0.9443
H5467	H8283	0.9389
H5467	H6509	0.9377
H5467	H7354	0.9364
H5467	H6017	0.9343
H5467	H7549	0.9213
H5470	H8297	1.0
H5470	H7408	1.0
H5470	H6124	1.0
H5470	H5711	1.0
H5470	H7259	1.0
H5470	H6307	1.0
H5470	H8283	0.9971
H5470	H6085	0.9965
H5470	H7647	0.9733
H5475	H7423	0.9108
H5492	H5549	0.9083
H5498	H5663	0.9701
H5498	H7143	0.9673
H5498	H8471	0.9569
H5498	H8612	0.9553
H5498	H8048	0.953
H5504	H6735	0.9429
H5504	H6627	0.9045
H5511	H6449	0.9366
H5511	H6947	0.9216
H5512	H8641	0.9627
H5512	H6051	0.9096
H5514	H5736	0.9646
H5514	H7004	0.9626
H5514	H7508	0.9407
H5514	H8477	0.9351
H5516	H6759	0.9944
H5516	H8123	0.9932
H5516	H7028	0.9501
H5516	H6084	0.933
H5516	H6881	0.9285
H5530	H5531	0.9285
H5530	H6045	0.9285
H5530	H6953	0.9285
H5530	H7468	0.9101
H5531	H6953	1.0
H5531	H6045	1.0
H5531	H7468	0.9272
H5532	H7854	0.935
H5542	H7878	0.9793
H5542	H6789	0.9752
H5542	H7775	0.9362
H5550	H6624	0.9285
H5550	H8077	0.9213
H5550	H6412	0.9099
H5550	H8251	0.9079
H5557	H7176	0.9459
H5557	H6175	0.939
H5557	H8419	0.9374
H5557	H8394	0.9337
H5557	H6064	0.9293
H5557	H6102	0.9177
H5557	H7389	0.9177
H5559	H8532	0.9899
H5559	H7662	0.9849
H5559	H7117	0.9709
H5559	H8138	0.9362
H5560	H6499	0.9745
H5560	H8163	0.9686
H5560	H7684	0.9474
H5560	H6241	0.9443
H5560	H8255	0.9401
H5560	H7133	0.9335
H5560	H5795	0.9008
H5561	H8438	0.976
H5561	H8144	0.9754
H5561	H8504	0.9712
H5561	H7175	0.9674
H5561	H6472	0.9648
H5561	H6532	0.9609
H5561	H6603	0.9363
H5561	H6525	0.916
H5571	H7645	1.0
H5571	H6418	0.9847
H5571	H8660	0.9701
H5571	H8274	0.9487
H5572	H7848	0.9867
H5572	H8246	0.9806
H5572	H6472	0.9806
H5572	H7603	0.9461
H5576	H8172	0.9024
H5579	H8262	0.9684
H5579	H6541	0.9569
H5582	H7878	0.9185
H5582	H5833	0.9143
H5582	H5797	0.9102
H5585	H8069	0.9422
H5585	H6286	0.9163
H5617	H7425	0.9812
H5617	H6492	0.9327
H5619	H6452	0.9028
H5627	H6919	0.9526
H5632	H7328	1.0
H5632	H7714	1.0
H5632	H5942	0.9901
H5632	H6267	0.9045
H5633	H7017	0.9346
H5633	H6253	0.9044
H5641	H5643	0.9533
H5641	H6664	0.9494
H5641	H6041	0.9427
H5641	H8398	0.9413
H5641	H6467	0.9317
H5641	H6960	0.9284
H5641	H6697	0.9224
H5641	H7311	0.9049
H5643	H6467	0.9386
H5643	H6697	0.9259
H5643	H7834	0.9152
H5650	H7812	0.9045
H5654	H5820	0.9513
H5654	H6069	0.9511
H5658	H6274	0.9293
H5658	H5862	0.9239
H5662	H5813	0.9728
H5662	H5840	0.9705
H5662	H7509	0.9616
H5662	H5820	0.951
H5662	H5832	0.9374
H5662	H8087	0.9346
H5662	H7778	0.9253
H5662	H5798	0.9039
H5662	H8098	0.9017
H5663	H7143	0.9971
H5663	H8471	0.9864
H5663	H8612	0.9847
H5663	H7455	0.9685
H5663	H8048	0.9623
H5663	H8322	0.9608
H5663	H8205	0.9258
H5663	H6667	0.9177
H5663	H6583	0.9058
H5663	H7599	0.9045
H5664	H6598	1.0
H5670	H8059	0.9806
H5670	H7698	0.9513
H5670	H8544	0.9303
H5670	H7874	0.9245
H5678	H6666	0.904
H5682	H6914	0.9507
H5682	H5996	0.9045
H5682	H6301	0.9045
H5696	H6018	0.9578
H5696	H8010	0.9464
H5696	H7172	0.9421
H5700	H7158	0.9996
H5700	H6943	0.9377
H5700	H8590	0.9305
H5700	H5915	0.9187
H5704	H6440	0.9288
H5704	H6965	0.9242
H5711	H8297	1.0
H5711	H7408	1.0
H5711	H7259	1.0
H5711	H6124	1.0
H5711	H6307	1.0
H5711	H8392	0.9971
H5711	H8283	0.9971
H5711	H6085	0.9965
H5711	H7014	0.9923
H5711	H6215	0.9914
H5713	H6465	0.9652
H5713	H6241	0.9611
H5713	H7086	0.9607
H5713	H6834	0.959
H5713	H7523	0.9147
H5718	H5832	0.9449
H5718	H7935	0.9045
H5718	H7778	0.9033
H5720	H6355	0.9428
H5720	H5830	0.9421
H5731	H6754	0.9364
H5736	H8519	0.9856
H5736	H7508	0.9845
H5736	H6363	0.9628
H5736	H7004	0.933
H5736	H7486	0.9015
H5744	H7410	0.9652
H5747	H6449	0.946
H5747	H6947	0.938
H5756	H6670	0.9129
H5756	H7355	0.9116
H5756	H8342	0.9102
H5766	H8210	0.9382
H5766	H6921	0.9176
H5766	H8636	0.9139
H5766	H6928	0.9139
H5767	H7747	0.9701
H5767	H8489	0.9443
H5767	H7706	0.9435
H5767	H7415	0.9335
H5767	H7267	0.9167
H5769	H8416	0.9546
H5769	H5797	0.9378
H5769	H6664	0.9336
H5769	H7892	0.9318
H5769	H6869	0.9261
H5769	H5945	0.9218
H5769	H5844	0.9204
H5769	H7896	0.9161
H5769	H6887	0.9064
H5769	H7311	0.905
H5774	H7456	0.9207
H5785	H7902	0.9809
H5785	H8571	0.9711
H5785	H7677	0.97
H5785	H6187	0.9588
H5785	H7364	0.9505
H5785	H6531	0.9093
H5787	H6286	0.9126
H5795	H6499	0.9087
H5795	H8255	0.908
H5797	H7878	0.9656
H5797	H6035	0.959
H5797	H8056	0.9417
H5797	H6692	0.9316
H5797	H8668	0.9185
H5797	H7896	0.9148
H5797	H8415	0.9064
H5797	H5970	0.9058
H5798	H7967	0.9531
H5798	H6222	0.9509
H5798	H5820	0.9164
H5798	H7509	0.9148
H5798	H5838	0.9142
H5798	H5813	0.9119
H5813	H7509	0.9788
H5813	H5832	0.9742
H5813	H5820	0.9595
H5813	H8087	0.9513
H5813	H5840	0.9513
H5813	H7778	0.9147
H5813	H8098	0.9084
H5816	H7145	0.9851
H5816	H8092	0.9383
H5816	H6019	0.9004
H5820	H7509	0.9625
H5820	H8092	0.9449
H5820	H6069	0.9117
H5828	H7892	0.9447
H5828	H5945	0.9178
H5828	H8150	0.9032
H5830	H6355	0.9992
H5830	H6550	0.9038
H5832	H8098	0.9482
H5832	H7778	0.9388
H5833	H7878	0.9662
H5833	H8416	0.9606
H5833	H6862	0.9508
H5835	H8372	0.9274
H5835	H7016	0.9019
H5840	H7509	0.9718
H5840	H6022	0.9718
H5840	H8087	0.9444
H5840	H7778	0.9033
H5844	H6664	0.9033
H5844	H8416	0.9019
H5848	H6789	0.9226
H5848	H6862	0.9147
H5849	H6692	0.9372
H5857	H5912	0.9968
H5857	H8388	0.9456
H5857	H6252	0.9398
H5857	H8444	0.9303
H5857	H7153	0.9223
H5857	H5911	0.9016
H5858	H7497	0.9091
H5861	H6938	0.9129
H5862	H6274	0.9177
H5869	H7200	0.9427
H5869	H6440	0.935
H5869	H7725	0.9167
H5881	H5918	1.0
H5881	H6686	1.0
H5881	H6701	1.0
H5881	H5996	1.0
H5881	H6295	1.0
H5881	H6301	1.0
H5881	H7086	0.9912
H5881	H6241	0.9826
H5881	H6895	0.9623
H5896	H8583	0.9806
H5896	H6678	0.9535
H5896	H6870	0.9467
H5896	H5988	0.9449
H5903	H8422	0.9195
H5903	H6921	0.9037
H5909	H5941	0.9423
H5909	H8050	0.9413
H5909	H7084	0.9287
H5911	H8388	0.9535
H5911	H5912	0.9045
H5912	H8388	0.9487
H5912	H6252	0.9428
H5912	H8444	0.9333
H5915	H6943	0.9829
H5915	H8590	0.9467
H5915	H7158	0.9245
H5918	H7707	1.0
H5918	H8017	1.0
H5918	H6701	1.0
H5918	H6686	1.0
H5918	H6301	1.0
H5918	H5996	1.0
H5918	H6295	1.0
H5918	H6302	1.0
H5918	H6241	0.9826
H5918	H6465	0.9701
H5918	H6895	0.9623
H5918	H5989	0.9526
H5921	H6440	0.9615
H5921	H7725	0.9292
H5921	H5971	0.9232
H5921	H6213	0.9212
H5921	H7760	0.9094
H5927	H7971	0.9357
H5927	H6258	0.9083
H5930	H8002	0.9291
H5930	H8081	0.9123
H5941	H8050	0.9979
H5941	H7084	0.9846
H5941	H7586	0.9702
H5942	H7328	0.9901
H5945	H7892	0.9396
H5945	H8605	0.9253
H5947	H7898	0.9285
H5947	H6957	0.9285
H5947	H6673	0.9213
H5947	H6476	0.9037
H5947	H6286	0.9011
H5949	H6962	0.9368
H5953	H8460	0.9142
H5958	H8532	0.9925
H5958	H8138	0.9307
H5958	H6754	0.9286
H5970	H8056	0.9044
H5970	H8668	0.9015
H5971	H6213	0.9134
H5971	H6440	0.9134
H5978	H7852	0.9418
H5980	H7341	0.9225
H5980	H8201	0.9219
H5980	H6285	0.9198
H5982	H6823	0.9583
H5982	H6525	0.9016
H5988	H8583	0.9636
H5988	H6870	0.9434
H5988	H6678	0.937
H5989	H6765	0.9829
H5989	H6301	0.9526
H5992	H6955	0.936
H5992	H6019	0.9076
H5996	H7707	1.0
H5996	H8017	1.0
H5996	H6701	1.0
H5996	H6686	1.0
H5996	H6301	1.0
H5996	H6295	1.0
H5996	H6302	1.0
H5996	H6241	0.9826
H5996	H6914	0.9701
H5996	H6465	0.9701
H5996	H6895	0.9623
H5997	H7147	0.9959
H5997	H6581	0.9959
H5997	H8359	0.9898
H5997	H8263	0.9838
H5997	H8318	0.979
H5997	H8181	0.9486
H6016	H6532	0.9197
H6016	H7603	0.9028
H6017	H6820	0.9609
H6017	H7666	0.9316
H6017	H6509	0.9066
H6017	H7641	0.9015
H6018	H7172	0.9231
H6019	H6955	0.9245
H6021	H6214	0.9768
H6021	H6432	0.9569
H6021	H6870	0.9394
H6022	H8060	0.9701
H6022	H7145	0.9625
H6022	H8019	0.9625
H6022	H6222	0.9299
H6026	H6342	0.9609
H6026	H7797	0.9235
H6026	H7817	0.9199
H6026	H6206	0.904
H6034	H6649	1.0
H6034	H8286	0.9971
H6034	H7018	0.9923
H6034	H7956	0.9815
H6034	H6714	0.9535
H6035	H7878	0.9484
H6035	H8056	0.9232
H6035	H8150	0.9228
H6035	H8668	0.9091
H6038	H7326	0.9107
H6038	H8572	0.9091
H6038	H7389	0.9045
H6038	H6102	0.9045
H6041	H6664	0.9808
H6041	H7442	0.9644
H6041	H8398	0.9571
H6041	H6862	0.9458
H6041	H7491	0.9279
H6041	H6697	0.925
H6041	H7311	0.9027
H6045	H6953	1.0
H6045	H7468	0.9272
H6051	H8477	0.9107
H6051	H8641	0.9056
H6051	H7004	0.9028
H6068	H6583	0.9487
H6068	H6667	0.9454
H6082	H7474	1.0
H6083	H7449	0.9344
H6083	H6663	0.916
H6084	H8123	0.9285
H6084	H8025	0.9178
H6084	H8396	0.9106
H6085	H8297	0.9965
H6085	H6124	0.9965
H6085	H7408	0.9965
H6085	H7014	0.994
H6085	H6718	0.9802
H6085	H8646	0.9705
H6085	H8152	0.9099
H6085	H7579	0.9024
H6086	H6213	0.9073
H6089	H7389	0.9177
H6089	H6102	0.9177
H6089	H7036	0.9151
H6089	H7326	0.9147
H6089	H8419	0.9121
H6089	H8394	0.9114
H6102	H7389	1.0
H6102	H8419	0.9939
H6102	H7176	0.9701
H6102	H7326	0.9666
H6102	H6175	0.9631
H6124	H8297	1.0
H6124	H7408	1.0
H6124	H7259	1.0
H6124	H6307	1.0
H6124	H6623	1.0
H6124	H6622	1.0
H6124	H7354	0.9988
H6124	H8392	0.9971
H6124	H8283	0.9971
H6124	H7014	0.9923
H6124	H6711	0.9918
H6124	H6215	0.9914
H6124	H7647	0.9733
H6124	H6820	0.9707
H6124	H7666	0.9684
H6124	H7641	0.9623
H6126	H7935	0.9574
H6126	H8203	0.9167
H6141	H7326	0.936
H6141	H7279	0.9032
H6147	H7467	0.9871
H6147	H7956	0.9774
H6147	H8435	0.9242
H6153	H7364	0.9319
H6153	H7126	0.9027
H6154	H8263	0.9595
H6154	H7147	0.9594
H6154	H7819	0.9521
H6157	H6395	0.9994
H6157	H6854	0.9952
H6157	H7551	0.9882
H6168	H8173	0.9055
H6172	H8263	0.9735
H6172	H8318	0.9655
H6172	H7147	0.9524
H6172	H7819	0.9418
H6174	H6211	0.9238
H6175	H7176	0.9927
H6175	H7389	0.9631
H6175	H8419	0.9572
H6175	H8572	0.9437
H6175	H8431	0.9036
H6181	H6788	0.9428
H6181	H8457	0.9428
H6181	H6921	0.9406
H6184	H8582	0.9599
H6184	H7554	0.9049
H6187	H6883	0.9881
H6187	H7147	0.9872
H6187	H6581	0.9872
H6187	H8453	0.9636
H6187	H8571	0.9626
H6187	H7677	0.9533
H6187	H8181	0.9503
H6187	H7819	0.9354
H6189	H6285	0.939
H6189	H7253	0.9388
H6189	H6921	0.9302
H6190	H8198	0.9226
H6211	H6663	0.9374
H6211	H7415	0.9027
H6213	H6440	0.9341
H6213	H8478	0.9092
H6214	H8583	0.9267
H6215	H8297	0.9914
H6215	H6623	0.9914
H6215	H6622	0.9914
H6215	H7408	0.9914
H6215	H6820	0.9768
H6215	H7666	0.9709
H6215	H6636	0.9203
H6222	H7967	0.9143
H6222	H8092	0.9129
H6223	H7326	0.9432
H6240	H7992	0.9029
H6241	H6295	0.9826
H6241	H6686	0.9826
H6271	H6492	0.9317
H6274	H6553	0.9177
H6275	H7706	0.9523
H6275	H8489	0.9323
H6279	H8401	0.9099
H6279	H7718	0.9078
H6285	H8201	0.973
H6285	H7253	0.9616
H6285	H7341	0.9501
H6285	H6921	0.9408
H6285	H8432	0.9201
H6286	H6957	0.9705
H6286	H7898	0.9705
H6286	H6673	0.963
H6286	H6476	0.9621
H6286	H6770	0.9351
H6286	H8069	0.9339
H6286	H8414	0.9271
H6286	H7605	0.9022
H6287	H7653	0.9197
H6288	H6788	0.9864
H6288	H8457	0.9864
H6288	H6921	0.9825
H6288	H6928	0.9687
H6288	H8422	0.9631
H6288	H6311	0.9482
H6295	H7707	1.0
H6295	H8017	1.0
H6295	H6701	1.0
H6295	H6686	1.0
H6295	H6301	1.0
H6295	H6302	1.0
H6295	H7086	0.9912
H6295	H6765	0.9631
H6295	H6895	0.9623
H6301	H6686	1.0
H6301	H6701	1.0
H6301	H6302	1.0
H6301	H7086	0.9912
H6301	H6914	0.9701
H6301	H6465	0.9701
H6302	H6686	1.0
H6302	H6701	1.0
H6302	H7086	0.9912
H6302	H8446	0.9615
H6307	H8297	1.0
H6307	H7408	1.0
H6307	H6623	1.0
H6307	H6622	1.0
H6307	H7354	0.9988
H6307	H8392	0.9971
H6307	H8283	0.9971
H6307	H6711	0.9918
H6307	H7647	0.9733
H6311	H8372	0.9482
H6311	H6921	0.9479
H6311	H6442	0.9455
H6311	H6788	0.9447
H6341	H7896	0.9156
H6341	H6664	0.9148
H6341	H6869	0.9105
H6341	H8416	0.9011
H6342	H7456	0.9262
H6342	H7682	0.9172
H6342	H7797	0.9149
H6342	H6960	0.914
H6342	H7588	0.9059
H6354	H6808	0.9115
H6355	H6550	0.9045
H6363	H8504	0.9772
H6363	H8519	0.9769
H6363	H7508	0.9672
H6363	H7175	0.9459
H6363	H6616	0.9235
H6382	H7442	0.9579
H6382	H6429	0.9554
H6382	H8416	0.9537
H6395	H6854	0.9979
H6395	H7551	0.9927
H6395	H6472	0.9701
H6395	H7806	0.9701
H6395	H6603	0.9247
H6396	H8435	0.9307
H6412	H6624	0.9333
H6412	H8077	0.9173
H6418	H7645	0.9847
H6418	H8660	0.9553
H6418	H6934	0.9342
H6419	H7617	0.9092
H6429	H7442	0.9366
H6429	H8416	0.9307
H6429	H7440	0.921
H6429	H8398	0.9182
H6430	H7586	0.971
H6430	H6860	0.9171
H6432	H6870	0.9296
H6433	H7328	1.0
H6433	H7714	1.0
H6433	H6638	0.9806
H6437	H6440	0.9032
H6440	H7200	0.9244
H6442	H8372	0.9919
H6442	H8457	0.9814
H6442	H6788	0.9814
H6442	H8481	0.9186
H6449	H6947	0.9526
H6452	H6823	0.9176
H6465	H6790	0.9901
H6465	H6834	0.9802
H6465	H6765	0.9635
H6465	H7523	0.928
H6467	H7491	0.9533
H6467	H7834	0.9327
H6467	H6664	0.9259
H6467	H7646	0.9004
H6468	H6666	0.9242
H6468	H7456	0.914
H6468	H8582	0.9079
H6468	H8597	0.9075
H6468	H7682	0.904
H6472	H8246	1.0
H6472	H7806	1.0
H6472	H7165	1.0
H6472	H7175	0.9989
H6472	H7848	0.9985
H6472	H7551	0.9923
H6472	H6854	0.9839
H6472	H7098	0.9834
H6472	H8504	0.9754
H6472	H8438	0.9724
H6472	H8144	0.9703
H6472	H7050	0.9532
H6472	H7718	0.9354
H6472	H7757	0.915
H6476	H7898	0.9733
H6476	H6957	0.9733
H6476	H6673	0.9658
H6476	H8414	0.9252
H6476	H7600	0.9181
H6476	H8069	0.9114
H6476	H6770	0.9081
H6492	H7195	0.9188
H6499	H8163	0.9592
H6499	H8255	0.9357
H6499	H7133	0.9216
H6499	H7684	0.9216
H6499	H7381	0.9075
H6501	H7140	0.9058
H6501	H6757	0.9055
H6509	H6820	0.9505
H6509	H8646	0.9475
H6509	H8248	0.941
H6509	H8198	0.9282
H6523	H7328	1.0
H6523	H7714	1.0
H6523	H6598	1.0
H6523	H7985	1.0
H6523	H8460	0.9701
H6525	H6823	0.9251
H6525	H8504	0.9244
H6525	H6603	0.915
H6525	H7050	0.9125
H6525	H7098	0.9054
H6530	H8074	0.9047
H6531	H7677	0.9384
H6531	H8571	0.9297
H6531	H7364	0.9212
H6531	H7902	0.9183
H6532	H8144	0.9585
H6532	H8438	0.9573
H6532	H7603	0.9387
H6538	H8421	0.9507
H6538	H8065	0.9349
H6538	H7662	0.9308
H6541	H8262	0.9361
H6541	H7193	0.9012
H6578	H8048	0.911
H6581	H7147	1.0
H6581	H8359	0.9939
H6581	H6883	0.9895
H6581	H8263	0.9879
H6581	H8318	0.9831
H6583	H6667	0.9351
H6583	H7455	0.9072
H6583	H8018	0.9058
H6592	H7238	0.9995
H6592	H6922	0.9995
H6593	H6785	0.9262
H6598	H7714	1.0
H6598	H7328	1.0
H6603	H6854	0.9275
H6603	H8333	0.9271
H6603	H7551	0.9268
H6603	H6823	0.9239
H6616	H7486	0.9015
H6620	H7092	0.9535
H6620	H7482	0.9297
H6620	H7293	0.9204
H6620	H8581	0.9192
H6620	H7834	0.9063
H6622	H8297	1.0
H6622	H7408	1.0
H6622	H7259	1.0
H6622	H8392	0.9971
H6622	H7647	0.9733
H6623	H8297	1.0
H6623	H7259	1.0
H6623	H7408	1.0
H6623	H8392	0.9971
H6623	H8283	0.9971
H6623	H7647	0.9733
H6624	H8077	0.9518
H6627	H7644	0.9518
H6627	H6735	0.9045
H6627	H6957	0.9045
H6627	H7898	0.9045
H6636	H6820	0.9199
H6636	H7666	0.9177
H6636	H8297	0.9045
H6638	H7328	0.9806
H6649	H8286	0.9971
H6649	H7018	0.9923
H6649	H7956	0.9815
H6649	H6714	0.9535
H6659	H8096	0.9046
H6662	H7563	0.9719
H6662	H8378	0.9599
H6662	H8537	0.9395
H6662	H8193	0.9333
H6662	H7646	0.9247
H6662	H8551	0.9246
H6663	H7415	0.9267
H6663	H7267	0.9199
H6663	H7706	0.9196
H6663	H6757	0.9193
H6663	H7449	0.91
H6663	H7561	0.909
H6664	H7442	0.9844
H6664	H8398	0.9722
H6664	H7440	0.953
H6664	H6862	0.941
H6664	H6960	0.9384
H6664	H7682	0.9314
H6664	H6869	0.9251
H6664	H6697	0.9177
H6664	H7311	0.9053
H6666	H7456	0.9225
H6666	H8582	0.9149
H6666	H7682	0.9075
H6667	H7143	0.915
H6670	H7588	0.9331
H6670	H8342	0.9292
H6670	H6938	0.9135
H6670	H8565	0.908
H6670	H6808	0.9074
H6670	H7355	0.9029
H6673	H7898	0.9923
H6673	H6957	0.9923
H6673	H8414	0.9292
H6673	H8069	0.9291
H6673	H7644	0.9213
H6673	H7600	0.9058
H6678	H6870	0.9847
H6678	H8583	0.9723
H6686	H7707	1.0
H6686	H8017	1.0
H6686	H6701	1.0
H6686	H7086	0.9912
H6697	H6862	0.9242
H6697	H8398	0.916
H6701	H6834	0.9623
H6706	H8457	0.9701
H6706	H6788	0.9701
H6711	H8392	0.9958
H6711	H8297	0.9918
H6711	H7259	0.9918
H6711	H7641	0.9631
H6714	H8286	0.9507
H6716	H6814	0.9487
H6716	H7857	0.9136
H6716	H7588	0.9073
H6717	H7532	0.9701
H6718	H7014	0.9727
H6718	H7430	0.9424
H6718	H7579	0.9051
H6718	H8152	0.9039
H6726	H6960	0.9232
H6726	H8173	0.913
H6726	H7588	0.9125
H6754	H6924	0.9076
H6757	H8503	0.9281
H6757	H7706	0.9061
H6757	H8535	0.9054
H6757	H7140	0.904
H6759	H8123	0.9959
H6759	H7028	0.9603
H6763	H7251	0.9891
H6763	H7070	0.9206
H6763	H7979	0.9142
H6765	H6956	0.9144
H6770	H7817	0.9244
H6788	H8457	1.0
H6788	H6921	0.9929
H6788	H8372	0.9918
H6788	H8602	0.9623
H6788	H7553	0.9562
H6788	H8422	0.9449
H6788	H8636	0.9428
H6788	H7016	0.9167
H6788	H7426	0.9045
H6789	H7878	0.9816
H6789	H7128	0.9557
H6789	H7775	0.9424
H6790	H6834	0.969
H6790	H7523	0.9644
H6790	H6914	0.9571
H6806	H8615	0.922
H6806	H7832	0.9191
H6806	H8454	0.9035
H6808	H8205	0.9415
H6808	H8565	0.9405
H6808	H7280	0.9321
H6808	H6919	0.9245
H6810	H8248	0.9201
H6814	H8173	0.9274
H6820	H7666	0.9784
H6820	H7354	0.9756
H6820	H8283	0.9754
H6820	H8297	0.9707
H6820	H8198	0.9317
H6820	H8248	0.922
H6826	H8477	0.9292
H6826	H7508	0.9245
H6826	H8519	0.9147
H6826	H7004	0.9143
H6834	H7523	0.912
H6835	H8366	0.9621
H6842	H8421	0.973
H6842	H8065	0.9569
H6842	H7662	0.9527
H6845	H7563	0.9042
H6854	H7551	0.9985
H6854	H7806	0.9839
H6860	H7586	0.9211
H6862	H8398	0.9474
H6862	H7442	0.9401
H6864	H8481	0.9157
H6864	H6928	0.9035
H6869	H8056	0.9376
H6869	H8416	0.9325
H6869	H7896	0.9221
H6870	H8583	0.979
H6881	H7417	0.9428
H6881	H8123	0.9258
H6883	H7147	0.9895
H6895	H7847	0.9467
H6914	H7523	0.9174
H6914	H7131	0.9141
H6921	H8457	0.9929
H6921	H8372	0.9848
H6921	H8602	0.9664
H6921	H8201	0.9544
H6921	H7553	0.9539
H6921	H8422	0.9526
H6921	H6928	0.9496
H6921	H7253	0.9325
H6921	H7341	0.9245
H6921	H7426	0.9154
H6922	H7328	1.0
H6922	H7714	1.0
H6934	H8274	1.0
H6934	H8660	0.9971
H6939	H7195	0.9064
H6943	H8590	0.9517
H6943	H7158	0.9405
H6944	H8081	0.9346
H6953	H7468	0.9272
H6957	H7898	1.0
H6957	H8414	0.9364
H6957	H8069	0.9363
H6957	H7644	0.9285
H6957	H7600	0.9129
H6957	H7605	0.9045
H6960	H8398	0.9688
H6960	H7442	0.9562
H6960	H7440	0.941
H6960	H7293	0.9238
H6962	H8482	0.9106
H6963	H8085	0.9548
H6965	H7812	0.9015
H6967	H8484	0.9085
H7004	H8477	0.9585
H7004	H7508	0.9298
H7004	H7486	0.903
H7014	H8297	0.9923
H7014	H8646	0.9774
H7014	H8352	0.9448
H7014	H8198	0.9248
H7016	H8372	0.9257
H7018	H8286	0.9989
H7028	H8123	0.9428
H7036	H8394	0.9331
H7036	H7176	0.9121
H7036	H7389	0.9117
H7050	H8504	0.9613
H7050	H7175	0.9583
H7050	H8246	0.9532
H7050	H7806	0.9532
H7070	H7251	0.9425
H7077	H7665	0.9033
H7084	H8050	0.9873
H7086	H8017	0.9912
H7098	H7848	0.9874
H7098	H7806	0.9834
H7098	H7165	0.9834
H7098	H8401	0.9431
H7098	H7718	0.9387
H7098	H7757	0.9355
H7117	H7328	0.9707
H7121	H8034	0.911
H7126	H8002	0.9656
H7126	H8573	0.947
H7126	H7133	0.9314
H7126	H7275	0.9273
H7126	H8081	0.9146
H7128	H7878	0.9361
H7131	H8446	0.9111
H7133	H8163	0.979
H7133	H7684	0.9423
H7133	H8002	0.9306
H7133	H7381	0.9198
H7143	H8612	0.9913
H7143	H8471	0.9835
H7143	H7455	0.9656
H7143	H8048	0.9626
H7143	H8322	0.9579
H7143	H8205	0.9231
H7143	H7599	0.9019
H7147	H8359	0.9939
H7147	H8263	0.9879
H7147	H8318	0.9831
H7147	H8181	0.9468
H7158	H8590	0.9309
H7165	H8246	1.0
H7165	H7806	1.0
H7165	H7175	0.9989
H7165	H7848	0.9985
H7165	H7551	0.9923
H7165	H8504	0.9754
H7172	H8656	0.9582
H7175	H8246	0.9989
H7175	H8504	0.9833
H7175	H8438	0.9743
H7175	H8144	0.9724
H7175	H7718	0.9372
H7176	H7389	0.9701
H7176	H8419	0.9642
H7176	H8572	0.9507
H7176	H8394	0.9401
H7176	H7326	0.9377
H7176	H8431	0.9102
H7200	H7760	0.9382
H7205	H8110	0.9374
H7205	H8095	0.9045
H7206	H7497	0.9028
H7238	H7328	1.0
H7238	H7714	1.0
H7251	H7979	0.9093
H7253	H8201	0.9475
H7253	H8432	0.9153
H7259	H8297	1.0
H7259	H7408	1.0
H7259	H7354	0.9988
H7267	H7415	0.9456
H7267	H7747	0.9449
H7267	H7706	0.9249
H7267	H8489	0.9197
H7275	H8002	0.9521
H7279	H8419	0.9374
H7279	H8394	0.9337
H7279	H8551	0.928
H7279	H7389	0.9177
H7280	H8565	0.9084
H7280	H8205	0.9075
H7293	H7482	0.9723
H7293	H8398	0.924
H7293	H7845	0.9064
H7326	H7389	0.9666
H7326	H8419	0.9607
H7337	H7797	0.9279
H7337	H8173	0.9079
H7337	H7682	0.9031
H7341	H8201	0.9692
H7341	H8372	0.9249
H7346	H7895	0.9652
H7354	H8297	0.9988
H7354	H7666	0.9703
H7354	H7641	0.9674
H7354	H8198	0.928
H7355	H7588	0.9193
H7364	H7902	0.9459
H7364	H7677	0.9439
H7364	H8571	0.9418
H7364	H7785	0.9337
